Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Legislativo,NICOLLINO GIUSEPPE MARIANO CANGIAMILLA ENRIQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NICOLLINO_GIUSEPPE_MARIANO_CANGIAMILLA_ENRIQUEZ_52570.pdf
"En Funciones, Poder Legislativo",ELIAS GERARDO CEPEDA MORADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELIAS_GERARDO_CEPEDA_MORADO_52700.pdf
"Poder Ejecutivo, Poder Legislativo",JULIO ALBERTO CRUZ RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_ALBERTO_CRUZ_RODRIGUEZ_52650.pdf
"Poder Ejecutivo, Poder Judicial",JULIO CESAR ECHEVERRIA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_ECHEVERRIA_MORALES_52866.pdf
En Funciones,BRANDO ARTURO GONZALEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BRANDO_ARTURO_GONZALEZ_RAMIREZ_53445.pdf
"Poder Ejecutivo, Poder Judicial",IVAN GÜEREÑA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_GÜEREÑA_GONZALEZ_53589.pdf
Poder Legislativo,HECTOR EDUARDO GUTIERREZ GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_EDUARDO_GUTIERREZ_GUTIERREZ_53377.pdf
En Funciones,JOSE ISRAEL HERNANDEZ TIRADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ISRAEL_HERNANDEZ_TIRADO_53860.pdf
Poder Legislativo,SERGIO HUMBERTO MARIN GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_HUMBERTO_MARIN_GOMEZ_54016.pdf
Poder Ejecutivo,ISMAEL MORALES CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISMAEL_MORALES_CASTRO_54598.pdf
En Funciones,GABRIEL ALEJANDRO PALOMARES ACOSTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_ALEJANDRO_PALOMARES_ACOSTA_54520.pdf
Poder Ejecutivo,VICTOR MANUEL PUEBLA GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_PUEBLA_GUTIERREZ_54804.pdf
Poder Judicial,JORGE ALBERTO SALCIDO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ALBERTO_SALCIDO_GONZALEZ_55516.pdf
"En Funciones, Poder Legislativo",KARINA CORDOVA CAÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARINA_CORDOVA_CAÑEZ_52877.pdf
Poder Legislativo,DIANA GABRIELA GONZALEZ MORENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_GABRIELA_GONZALEZ_MORENO_53248.pdf
Poder Ejecutivo,RAQUEL NIEBLAS GERMAN,
Poder Ejecutivo,KARLA IVETTE ORTEGA RIVAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_IVETTE_ORTEGA_RIVAS_54286.pdf
Poder Legislativo,PATRICIA SUSANA RODRIGUEZ GALVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_SUSANA_RODRIGUEZ_GALVEZ_55271.pdf
Poder Legislativo,JULIO CESAR BOJORQUEZ TAPIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_BOJORQUEZ_TAPIA_52284.pdf
Poder Judicial,AXEL CASTILLO MIRANDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AXEL_CASTILLO_MIRANDA_52779.pdf
Poder Legislativo,GABRIEL EVARISTO CORIA COLMENERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_EVARISTO_CORIA_COLMENERO_53348.pdf
Poder Ejecutivo,GABRIEL GARCIA CORREA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_GARCIA_CORREA_53218.pdf
"Poder Judicial, Poder Legislativo",MAX ADRIAN GUTIERREZ LEYVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAX_ADRIAN_GUTIERREZ_LEYVA_53378.pdf
Poder Ejecutivo,EDGAR DIDIER LOPEZ MENDIVIL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_DIDIER_LOPEZ_MENDIVIL_53913.pdf
Poder Legislativo,ANDRES MONTOYA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_MONTOYA_GARCIA_54550.pdf
Poder Ejecutivo,JANO ARTURO MUÑOZ GAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JANO_ARTURO_MUÑOZ_GAZ_54086.pdf
Poder Legislativo,MANUEL NAVARRETE ARMAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_NAVARRETE_ARMAS_54593.pdf
Poder Ejecutivo,PAVEL HUMBERTO NUÑEZ MORENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAVEL_HUMBERTO_NUÑEZ_MORENO_54563.pdf
Poder Ejecutivo,ROBERTO AARON PEÑA RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_AARON_PEÑA_RODRIGUEZ_54858.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",RAUL ALBERTO ROMO RICAUD,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ALBERTO_ROMO_RICAUD_55127.pdf
"Poder Judicial, Poder Legislativo",GENARO ANTONIO VALERIO PINILLOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GENARO_ANTONIO_VALERIO_PINILLOS_55388.pdf
En Funciones,LUIS FERNANDO ZUÑIGA PADILLA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_FERNANDO_ZUÑIGA_PADILLA_55230.pdf
"Poder Ejecutivo, Poder Legislativo",SANDRA CAROLINA ARELLANO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_CAROLINA_ARELLANO_GONZALEZ_52362.pdf
Poder Ejecutivo,NORMA ANGELICA DELGADILLO RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_ANGELICA_DELGADILLO_RODRIGUEZ_52737.pdf
"Poder Ejecutivo, Poder Legislativo",MARIANA DURAN MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_DURAN_MARQUEZ_52863.pdf
"Poder Ejecutivo, Poder Legislativo",JULIETA ESTHER FERNANDEZ GAONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIETA_ESTHER_FERNANDEZ_GAONA_52940.pdf
"Poder Ejecutivo, Poder Legislativo",MA. VIANEY FERNANDEZ DE LARA BARRIENTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MA._VIANEY_FERNANDEZ_DE_LARA_BARRIENTOS_52942.pdf
Poder Judicial,KAREN FLORES ORDOÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KAREN_FLORES_ORDOÑEZ_53317.pdf
Poder Legislativo,MONTSERRAT GARZA CONTRERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONTSERRAT_GARZA_CONTRERAS_53120.pdf
Poder Legislativo,LIDIETTE GIL VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIDIETTE_GIL_VARGAS_61183.pdf
Poder Ejecutivo,MARIA DEL ROSARIO HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_ROSARIO_HERNANDEZ_GARCIA_54011.pdf
En Funciones,CARLA ISSELIN TALAVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLA_ISSELIN_TALAVERA_54698.pdf
Poder Judicial,SILVIA LOZADA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SILVIA_LOZADA_HERNANDEZ_53923.pdf
Poder Ejecutivo,MINERVA NIKTEHA MEJIA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MINERVA_NIKTEHA_MEJIA_PEREZ_53980.pdf
Poder Ejecutivo,MARIA GUADALUPE MUÑOZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_MUÑOZ_PEREZ_54306.pdf
Poder Judicial,LILIANA SANTOS GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIANA_SANTOS_GOMEZ_55558.pdf
Poder Judicial,LORENA JAQUELINE VARELA CASTAÑEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_JAQUELINE_VARELA_CASTAÑEDA_55210.pdf
Poder Legislativo,ENRIQUE RAMON AJA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENRIQUE_RAMON_AJA_GONZALEZ_52224.pdf
Poder Legislativo,HIPOLITO ALATRISTE PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HIPOLITO_ALATRISTE_PEREZ_52251.pdf
Poder Ejecutivo,ANDRES IVAN ARRIAGA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_IVAN_ARRIAGA_FLORES_52316.pdf
Poder Ejecutivo,CARLOS ROBERTO BARRIENTOS SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ROBERTO_BARRIENTOS_SANCHEZ_52632.pdf
Poder Ejecutivo,JOSE SALVADOR DEL RIO HIDALGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_SALVADOR_DEL_RIO_HIDALGO_55306.pdf
Poder Legislativo,ALEJANDRO DIAZ JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_DIAZ_JUAREZ_53207.pdf
Poder Legislativo,MARIO ANTONIO DE JESUS JIMENEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_ANTONIO_DE_JESUS_JIMENEZ_MARTINEZ_53460.pdf
Poder Legislativo,CARLOS JESUS LLEDIAS LEZAMA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_JESUS_LLEDIAS_LEZAMA_54231.pdf
Poder Legislativo,LUIS RAMON MARIN BARRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_RAMON_MARIN_BARRERA_53645.pdf
Poder Ejecutivo,MARCO MARTINEZ MENESES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_MARTINEZ_MENESES_53947.pdf
Poder Ejecutivo,YIGGAL NEFTALI OLIVARES DE LA CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YIGGAL_NEFTALI_OLIVARES_DE_LA_CRUZ_54064.pdf
Poder Legislativo,PEDRO OLMOS ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_OLMOS_ALVARADO_54870.pdf
En Funciones,EDUARDO IVAN ORTIZ GORBEA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_IVAN_ORTIZ_GORBEA_54470.pdf
Poder Ejecutivo,JOSUE SAN MIGUEL MORA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSUE_SAN_MIGUEL_MORA_55368.pdf
"En Funciones, Poder Judicial",ALEJANDRO TLACUAHUAC ZITLALPOPOCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_TLACUAHUAC_ZITLALPOPOCA_55378.pdf
En Funciones,GUILLERMO FRANCISCO URBINA TANUS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_FRANCISCO_URBINA_TANUS_54803.pdf
Poder Judicial,SAMUEL VARGAS ALDANA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMUEL_VARGAS_ALDANA_55568.pdf
Poder Judicial,IVAN VILLAMIL DELGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_VILLAMIL_DELGADO_55564.pdf
Poder Ejecutivo,PAOLA ETIANNE ABRAHAM SOLDEVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAOLA_ETIANNE_ABRAHAM_SOLDEVILA_52175.pdf
Poder Judicial,MARIA TERESA AGUILAR LOMBARD,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_TERESA_AGUILAR_LOMBARD_52199.pdf
Poder Judicial,MARCELA AGUILAR LORANCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCELA_AGUILAR_LORANCA_52200.pdf
Poder Judicial,GABRIELA ARROYO NAVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_ARROYO_NAVA_52320.pdf
Poder Legislativo,ITZEL FIGUEROA SALAZAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ITZEL_FIGUEROA_SALAZAR_52886.pdf
Poder Ejecutivo,LUCINA GUTIERREZ ROSSAINZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCINA_GUTIERREZ_ROSSAINZ_53661.pdf
Poder Legislativo,MIRIAN HUERTA LECHUGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIRIAN_HUERTA_LECHUGA_53790.pdf
Poder Legislativo,VANESSA JUAREZ CERVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VANESSA_JUAREZ_CERVANTES_53414.pdf
Poder Legislativo,HAZEL LUZ IDALIA MIER ARRIAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HAZEL_LUZ_IDALIA_MIER_ARRIAGA_54003.pdf
Poder Legislativo,ADRIANA MORENO DAVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_MORENO_DAVILA_54461.pdf
Poder Legislativo,DULCE GUADALUPE RODRIGUEZ MANUALT,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_GUADALUPE_RODRIGUEZ_MANUALT_55260.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",BEATRIZ ROJAS MENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_ROJAS_MENDEZ_54718.pdf
Poder Judicial,NADIA SALDAÑA VICENTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NADIA_SALDAÑA_VICENTE_55521.pdf
Poder Ejecutivo,OFELIA TRUEBA DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OFELIA_TRUEBA_DOMINGUEZ_54898.pdf
Poder Ejecutivo,JOSE LUIS ARENAS JUAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_ARENAS_JUAREZ_52302.pdf
Poder Judicial,HERIBERTO AVELAR GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HERIBERTO_AVELAR_GUTIERREZ_52377.pdf
En Funciones,ALFREDO BARRERA FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFREDO_BARRERA_FLORES_52757.pdf
Poder Ejecutivo,ALAN MALCOLM BRAVO DE ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_MALCOLM_BRAVO_DE_ROSAS_52332.pdf
Poder Judicial,LUCINO CORDERO ESTUDILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUCINO_CORDERO_ESTUDILLO_52625.pdf
Poder Ejecutivo,DANIEL FLORES GARRIDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_FLORES_GARRIDO_53022.pdf
Poder Ejecutivo,ISRAEL FLORES RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_FLORES_RODRIGUEZ_53024.pdf
Poder Legislativo,CARLOS GALINDO ANDRADE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_GALINDO_ANDRADE_53286.pdf
Poder Ejecutivo,JAVIER GALVEZ DELGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_GALVEZ_DELGADO_53420.pdf
Poder Ejecutivo,GILBERTO ARTURO GOMEZ AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILBERTO_ARTURO_GOMEZ_AGUIRRE_53082.pdf
Poder Ejecutivo,JAVIER LEONARDO GONZALEZ ABUNDIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_LEONARDO_GONZALEZ_ABUNDIS_53308.pdf
"Poder Judicial, Poder Legislativo",RAFAEL HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_HERNANDEZ_GARCIA_53473.pdf
Poder Judicial,JEAN LUI LESCIEUR ESCUDERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JEAN_LUI_LESCIEUR_ESCUDERO_53965.pdf
"Poder Ejecutivo, Poder Judicial",ALFONSO LIMON ZORNOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFONSO_LIMON_ZORNOZA_54226.pdf
Poder Ejecutivo,MARCO ANTONIO LOPEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_LOPEZ_GONZALEZ_53912.pdf
Poder Legislativo,OSCAR NAVARRETE ABAID,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_NAVARRETE_ABAID_54591.pdf
Poder Ejecutivo,JULIO CESAR RAMIREZ CARREON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_RAMIREZ_CARREON_55138.pdf
Poder Judicial,RODRIGO TANGANXHUAN RODRIGUEZ MATA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODRIGO_TANGANXHUAN_RODRIGUEZ_MATA_55265.pdf
Poder Legislativo,MONICA ESBEIDY AGUILAR ALCANTARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MONICA_ESBEIDY_AGUILAR_ALCANTARA_52203.pdf
"Poder Judicial, Poder Legislativo",TOMASA DELGADO SERNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMASA_DELGADO_SERNA_52678.pdf
Poder Judicial,AHLELI ANTONIA FERIA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AHLELI_ANTONIA_FERIA_HERNANDEZ_53051.pdf
Poder Legislativo,MARIANA FLORES VEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_FLORES_VEGA_53315.pdf
"Poder Ejecutivo, Poder Judicial",PATRICIA GONZALEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_GONZALEZ_LOPEZ_53250.pdf
Poder Legislativo,METZTLI YEYECTZI HERNANDEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/METZTLI_YEYECTZI_HERNANDEZ_GARCIA_53785.pdf
Poder Legislativo,LIZBETH HERNANDEZ RIBBON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIZBETH_HERNANDEZ_RIBBON_53631.pdf
Poder Legislativo,CYNTHIA JIMENEZ ZARATE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CYNTHIA_JIMENEZ_ZARATE_53627.pdf
Poder Ejecutivo,DULCE MARIA MENDOZA ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DULCE_MARIA_MENDOZA_ROSAS_54106.pdf
Poder Legislativo,ANA VOLGA MORENO ESCALANTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_VOLGA_MORENO_ESCALANTE_54241.pdf
"Poder Ejecutivo, Poder Legislativo",RUTH OCHOA MENDOZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUTH_OCHOA_MENDOZA_54053.pdf
Poder Legislativo,MARIA ANTONIETA RODRIGUEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ANTONIETA_RODRIGUEZ_GARCIA_54979.pdf
Poder Legislativo,NALLELI VAZQUEZ NEGRETE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NALLELI_VAZQUEZ_NEGRETE_54994.pdf
Poder Legislativo,LUIS GABRIEL AGUILAR VIRGEN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_GABRIEL_AGUILAR_VIRGEN_52207.pdf
"En Funciones, Poder Judicial",JOSE FAUSTINO ARANGO ESCAMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_FAUSTINO_ARANGO_ESCAMEZ_52455.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",LUIS ENRIQUE BURGOS FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ENRIQUE_BURGOS_FLORES_52325.pdf
En Funciones,ROBERTO CASTILLO GARRIDO,
Poder Judicial,JOSE LUIS CID GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_CID_GONZALEZ_53071.pdf
Poder Judicial,JUAN CARLOS COLORADO HIGUERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_COLORADO_HIGUERA_52962.pdf
"Poder Ejecutivo, Poder Judicial",VICTOR MANUEL CONTRERAS LUGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_CONTRERAS_LUGO_52617.pdf
Poder Ejecutivo,MANUEL GALEANA MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_GALEANA_MORALES_53251.pdf
Poder Judicial,FLAVIO BERNARDO GALVAN ZILLI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FLAVIO_BERNARDO_GALVAN_ZILLI_53418.pdf
Poder Legislativo,JOSE ALFREDO GOMEZ REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALFREDO_GOMEZ_REYES_53124.pdf
Poder Judicial,JOSE HERNANDEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_HERNANDEZ_HERNANDEZ_53490.pdf
Poder Ejecutivo,IRVING HERNANDEZ SEGURA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRVING_HERNANDEZ_SEGURA_53802.pdf
En Funciones,DAVID GUSTAVO LEON HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAVID_GUSTAVO_LEON_HERNANDEZ_53960.pdf
Poder Ejecutivo,FAUSTO RAFAEL LOPEZ OLVERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FAUSTO_RAFAEL_LOPEZ_OLVERA_53914.pdf
Poder Ejecutivo,HECTOR MANUEL PEREZ REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HECTOR_MANUEL_PEREZ_REYES_54040.pdf
Poder Ejecutivo,MIGUEL ANGEL RAMIREZ TOPETE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_RAMIREZ_TOPETE_54442.pdf
"Poder Ejecutivo, Poder Legislativo",ANGEL ROSAS SOLANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_ROSAS_SOLANO_55143.pdf
Poder Ejecutivo,MANUEL ESTEBAN SANCHEZ VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_ESTEBAN_SANCHEZ_VILLANUEVA_55315.pdf
"En Funciones, Poder Judicial",TOMAS ZURITA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMAS_ZURITA_GARCIA_55235.pdf
Poder Legislativo,AURA ESTHER ESTRADA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AURA_ESTHER_ESTRADA_HERNANDEZ_52977.pdf
"Poder Ejecutivo, Poder Legislativo",ZAYRA CECILIA FLORES REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZAYRA_CECILIA_FLORES_REYES_53236.pdf
"Poder Ejecutivo, Poder Judicial",LORENA GARCIA VASCO REBOLLEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_GARCIA_VASCO_REBOLLEDO_53110.pdf
Poder Ejecutivo,SARAY HERNANDEZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SARAY_HERNANDEZ_PEREZ_53495.pdf
Poder Legislativo,ZULAHMI HERRERA BAEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZULAHMI_HERRERA_BAEZ_53463.pdf
Poder Legislativo,ESMERALDA IXTLA DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ESMERALDA_IXTLA_DOMINGUEZ_53899.pdf
Poder Legislativo,ANA ISABEL LANDEROS MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_ISABEL_LANDEROS_MARTINEZ_53773.pdf
Poder Legislativo,ANDREA MARTINEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDREA_MARTINEZ_GARCIA_54295.pdf
Poder Ejecutivo,ANDREA DORIA ORTIZ AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDREA_DORIA_ORTIZ_AGUIRRE_54205.pdf
Poder Ejecutivo,VIRGINIA PETRIZ HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VIRGINIA_PETRIZ_HERRERA_54047.pdf
"Poder Ejecutivo, Poder Judicial",TERESITA REYES ALPIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TERESITA_REYES_ALPIREZ_54664.pdf
Poder Legislativo,MARCO POLO BARRAGAN ORELLAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_POLO_BARRAGAN_ORELLAN_52750.pdf
Poder Judicial,LUIS RAFAEL BAUTISTA CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_RAFAEL_BAUTISTA_CRUZ_52427.pdf
Poder Ejecutivo,JOSUE RODOLFO BERISTAIN CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSUE_RODOLFO_BERISTAIN_CRUZ_52264.pdf
Poder Ejecutivo,CARLOS LUIS ERAZO BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_LUIS_ERAZO_BERNAL_53134.pdf
Poder Legislativo,LUIS ARTURO FIGUEROA SOLIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ARTURO_FIGUEROA_SOLIS_52887.pdf
Poder Legislativo,CESAR GARAY GARDUÑO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_GARAY_GARDUÑO_53198.pdf
