Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",AIDE ELVIRA TREJO MOLINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AIDE_ELVIRA_TREJO_MOLINA_55339.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",IDALIT NAYELI VERDIN VALENCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IDALIT_NAYELI_VERDIN_VALENCIA_54956.pdf
Poder Judicial,XOCHITL VERGARA GODINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/XOCHITL_VERGARA_GODINEZ_54975.pdf
"Poder Judicial, Poder Legislativo",LUZ MARIA VERGEL VELASQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUZ_MARIA_VERGEL_VELASQUEZ_54977.pdf
Poder Ejecutivo,JUAN CARLOS ARJONA ESTEVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_CARLOS_ARJONA_ESTEVEZ_52608.pdf
Poder Ejecutivo,JUAN EDUARDO BAZAN GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_EDUARDO_BAZAN_GARCIA_52435.pdf
"En Funciones, Poder Ejecutivo",FROYLAN BORGES ARANDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FROYLAN_BORGES_ARANDA_52215.pdf
Poder Legislativo,IVAN FARIAS FELIX,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVAN_FARIAS_FELIX_53044.pdf
Poder Judicial,SALVADOR GONZALEZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALVADOR_GONZALEZ_ALVAREZ_53447.pdf
Poder Judicial,JESUS ROBERTO HOLGUIN FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ROBERTO_HOLGUIN_FLORES_53895.pdf
Poder Ejecutivo,FORTRES MANGAS MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FORTRES_MANGAS_MARTINEZ_53938.pdf
Poder Ejecutivo,FELIPE DE JESUS MARTINEZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FELIPE_DE_JESUS_MARTINEZ_ALVARADO_53684.pdf
Poder Ejecutivo,ISAIAS MARTINEZ FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISAIAS_MARTINEZ_FLORES_53685.pdf
Poder Legislativo,ROMEO ALEJANDRO MORENO ZAMORANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROMEO_ALEJANDRO_MORENO_ZAMORANO_54503.pdf
Poder Judicial,JUAN GUILLERMO MUÑIZ LARA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_GUILLERMO_MUÑIZ_LARA_54083.pdf
"Poder Judicial, Poder Legislativo",ANTONIO ORDOÑEZ SERNA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_ORDOÑEZ_SERNA_54498.pdf
"Poder Ejecutivo, Poder Judicial",NICOLAS ORTEGA ROSAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NICOLAS_ORTEGA_ROSAS_54195.pdf
Poder Legislativo,ERICK FERNANDO PINEDA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERICK_FERNANDO_PINEDA_PEREZ_54051.pdf
Poder Legislativo,JORGE RAYMUNDO GALLARDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_RAYMUNDO_GALLARDO_54844.pdf
Poder Legislativo,VICTOR MANUEL ROCHA MERCADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_MANUEL_ROCHA_MERCADO_54479.pdf
"Poder Judicial, Poder Legislativo",JUAN LUIS ROJAS RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_LUIS_ROJAS_RAMIREZ_54720.pdf
Poder Legislativo,JOSE ALFREDO ROJAS ZAMUDIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ALFREDO_ROJAS_ZAMUDIO_54724.pdf
Poder Legislativo,ROGELIO RUEDA DE LEON ORDOÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROGELIO_RUEDA_DE_LEON_ORDOÑEZ_55243.pdf
Poder Judicial,MIGUEL ANGEL SANCHEZ ACUÑA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_SANCHEZ_ACUÑA_55240.pdf
"Poder Ejecutivo, Poder Judicial",JOSE EDUARDO SANTIAGO VASCONCELOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_EDUARDO_SANTIAGO_VASCONCELOS_54793.pdf
Poder Ejecutivo,MAURICIO TAPIA MALTOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAURICIO_TAPIA_MALTOS_55327.pdf
Poder Ejecutivo,GABRIELA ALMARAZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIELA_ALMARAZ_GARCIA_52353.pdf
Poder Judicial,MARIA ISABEL BERNAL ZAMUDIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ISABEL_BERNAL_ZAMUDIO_52592.pdf
"Poder Judicial, Poder Legislativo",JATZIRI SUGEY CAMACHO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JATZIRI_SUGEY_CAMACHO_GONZALEZ_52494.pdf
Poder Legislativo,NORA DENNI CASTILLO FRANCO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORA_DENNI_CASTILLO_FRANCO_52649.pdf
Poder Legislativo,SANDRA DELGADO CHAPMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_DELGADO_CHAPMAN_52688.pdf
Poder Ejecutivo,LILIANA DELGADO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIANA_DELGADO_GONZALEZ_53123.pdf
"En Funciones, Poder Ejecutivo",VERONICA DIAZ MADRIGAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_DIAZ_MADRIGAL_52995.pdf
"Poder Judicial, Poder Legislativo",LORENA DURAN CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LORENA_DURAN_CHAVEZ_52858.pdf
Poder Ejecutivo,MARINA EDITH GUTIERREZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARINA_EDITH_GUTIERREZ_HERNANDEZ_53385.pdf
En Funciones,ADRIANA JUAREZ SOTENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_JUAREZ_SOTENO_53506.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ROCIO LUNA DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROCIO_LUNA_DOMINGUEZ_53711.pdf
Poder Ejecutivo,MAYRA GUADALUPE MEZA ANDRACA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAYRA_GUADALUPE_MEZA_ANDRACA_53998.pdf
Poder Ejecutivo,MARIA GUADALUPE MORENO FIGUEROA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_MORENO_FIGUEROA_54460.pdf
Poder Legislativo,MARIANA FERNANDA DE LOURDES MUÑIZ PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_FERNANDA_DE_LOURDES_MUÑIZ_PEREZ_54080.pdf
Poder Judicial,ALEXANDRA ORTEGA LIEVANA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEXANDRA_ORTEGA_LIEVANA_54193.pdf
Poder Ejecutivo,MARIA DEL ROSARIO ORTIZ VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_ROSARIO_ORTIZ_VELAZQUEZ_54203.pdf
Poder Ejecutivo,PILAR GRACIELA PELAEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PILAR_GRACIELA_PELAEZ_GONZALEZ_54574.pdf
Poder Ejecutivo,MARIA MILAGROS PEREZ RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_MILAGROS_PEREZ_RUIZ_54348.pdf
Poder Ejecutivo,MARIA GUADALUPE PONCE DE LEON TAPIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_PONCE_DE_LEON_TAPIA_54702.pdf
En Funciones,RAUL ANGULO GARFIAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAUL_ANGULO_GARFIAS_52343.pdf
"Poder Judicial, Poder Legislativo",ALEJANDRO BRAVO SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_BRAVO_SANCHEZ_52331.pdf
"Poder Judicial, Poder Legislativo",JAVIER ARTURO CAMPOS SILVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAVIER_ARTURO_CAMPOS_SILVA_52639.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",BENJAMIN CIPRIAN HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BENJAMIN_CIPRIAN_HERNANDEZ_52972.pdf
Poder Judicial,ALFREDO DIAZ MELO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALFREDO_DIAZ_MELO_53208.pdf
Poder Ejecutivo,SOKRATES ELVIRA CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SOKRATES_ELVIRA_CRUZ_53128.pdf
"Poder Ejecutivo, Poder Legislativo",JORGE HUMBERTO GARCIA PERALTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_HUMBERTO_GARCIA_PERALTA_53222.pdf
Poder Legislativo,VICTOR HERNANDEZ TOVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HERNANDEZ_TOVAR_53478.pdf
Poder Legislativo,ALEJANDRO MARTIN LOPEZ CERVANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEJANDRO_MARTIN_LOPEZ_CERVANTES_54178.pdf
Poder Judicial,JESUS ALEJANDRO MARTINEZ GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ALEJANDRO_MARTINEZ_GARCIA_53723.pdf
Poder Ejecutivo,ARIEL MARTINEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARIEL_MARTINEZ_GONZALEZ_53687.pdf
Poder Ejecutivo,HERMINIO MARTINEZ URIBE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HERMINIO_MARTINEZ_URIBE_53949.pdf
"Poder Ejecutivo, Poder Legislativo",HUGO EDGAR PASILLAS FERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUGO_EDGAR_PASILLAS_FERNANDEZ_54642.pdf
Poder Ejecutivo,TOMAS ENRIQUE SANCHEZ SILVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/TOMAS_ENRIQUE_SANCHEZ_SILVA_55314.pdf
Poder Legislativo,RAZIEL LEVI SEGURA DE ITURBIDE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAZIEL_LEVI_SEGURA_DE_ITURBIDE_55088.pdf
"Poder Judicial, Poder Legislativo",ARTURO SOTO REYES LORANCA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARTURO_SOTO_REYES_LORANCA_55157.pdf
Poder Judicial,JOSE ANTONIO CUAUHTEMOC VAZQUEZ RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_CUAUHTEMOC_VAZQUEZ_RAMIREZ_54992.pdf
Poder Judicial,ROBERTO ZAYAS ARRIAGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_ZAYAS_ARRIAGA_55325.pdf
En Funciones,RODRIGO MAURICIO ZERON DE QUEVEDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODRIGO_MAURICIO_ZERON_DE_QUEVEDO_55358.pdf
Poder Judicial,MARIANA AGUILAR AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_AGUILAR_AGUILAR_52201.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",ILLIANA CAMARILLO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILLIANA_CAMARILLO_GONZALEZ_52844.pdf
Poder Judicial,MARIANA EVELYN CARRILLO GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIANA_EVELYN_CARRILLO_GONZALEZ_52525.pdf
Poder Judicial,KAREN BEATRIZ CHAGOYAN CELIS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KAREN_BEATRIZ_CHAGOYAN_CELIS_52806.pdf
Poder Legislativo,ERIKA ROXANA DZIB JASSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_ROXANA_DZIB_JASSO_52865.pdf
Poder Ejecutivo,IVETT NAZDIHELY GALICIA RENDON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVETT_NAZDIHELY_GALICIA_RENDON_53255.pdf
"Poder Judicial, Poder Legislativo",BRIANDA NAYELI GARCIA HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BRIANDA_NAYELI_GARCIA_HERNANDEZ_53229.pdf
Poder Ejecutivo,PAULINA MARQUEZ GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PAULINA_MARQUEZ_GUTIERREZ_54255.pdf
Poder Judicial,ELOINA MARROQUIN AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELOINA_MARROQUIN_AGUILAR_54258.pdf
En Funciones,CARLA LIVIER MAYA CASTRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLA_LIVIER_MAYA_CASTRO_54155.pdf
Poder Ejecutivo,ANA LESSLY MONTERO ALONSO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LESSLY_MONTERO_ALONSO_53997.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",CINTHIA MONSERRAT ORTEGA MONDRAGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CINTHIA_MONSERRAT_ORTEGA_MONDRAGON_54279.pdf
"Poder Ejecutivo, Poder Legislativo",FLOR DE MARIA PAZ MUÑOZCANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FLOR_DE_MARIA_PAZ_MUÑOZCANO_54646.pdf
Poder Legislativo,DANA ZIZLILI QUINTERO MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANA_ZIZLILI_QUINTERO_MARTINEZ_55178.pdf
Poder Ejecutivo,ELSA RODRIGUEZ BALDERAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELSA_RODRIGUEZ_BALDERAS_55268.pdf
Poder Legislativo,ENID SAMANTHA SANCHEZ CORONEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ENID_SAMANTHA_SANCHEZ_CORONEL_55581.pdf
"En Funciones, Poder Ejecutivo",ADRIANA MATZAYANI SANCHEZ ROMO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_MATZAYANI_SANCHEZ_ROMO_55472.pdf
"Poder Ejecutivo, Poder Legislativo",ANA LAURA SANTANA VALERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LAURA_SANTANA_VALERO_54787.pdf
Poder Ejecutivo,PENELOPE SERRANO PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PENELOPE_SERRANO_PEREZ_54905.pdf
Poder Legislativo,MANUEL AGUERO RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_AGUERO_RAMOS_52193.pdf
Poder Judicial,RAMIRO BARAJAS AMBRIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAMIRO_BARAJAS_AMBRIZ_52400.pdf
Poder Ejecutivo,LUIS ANTONIO BELTRAN PINEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LUIS_ANTONIO_BELTRAN_PINEDA_52447.pdf
Poder Ejecutivo,GUSTAVO ALBERTO CAMPOS VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUSTAVO_ALBERTO_CAMPOS_VAZQUEZ_52843.pdf
Poder Legislativo,ANGEL RAMON CELIS CAMARGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANGEL_RAMON_CELIS_CAMARGO_52698.pdf
En Funciones,MARCO ANTONIO CEPEDA ANAYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_CEPEDA_ANAYA_53189.pdf
Poder Ejecutivo,MARCO ANTONIO CORTES HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_CORTES_HERNANDEZ_52919.pdf
Poder Legislativo,EDUARDO CRUZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_CRUZ_GOMEZ_52653.pdf
"Poder Ejecutivo, Poder Legislativo",ANDRES ALFREDO DIAZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_ALFREDO_DIAZ_GOMEZ_52901.pdf
Poder Judicial,MARIO GARCIA LOBATO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_GARCIA_LOBATO_53101.pdf
Poder Legislativo,MIGUEL FRANCISCO GONZALEZ CANUDAS,
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",GUILLERMO HERNANDEZ ACOSTA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUILLERMO_HERNANDEZ_ACOSTA_53422.pdf
Poder Ejecutivo,JOSE ANTONIO HERNANDEZ ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_HERNANDEZ_ORTIZ_53910.pdf
"En Funciones, Poder Ejecutivo",ISIDRO JARAMILLO OLIVARES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISIDRO_JARAMILLO_OLIVARES_53734.pdf
Poder Judicial,CIRO LOPEZ REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CIRO_LOPEZ_REYES_54170.pdf
Poder Judicial,ANDRES MUÑOZ OCHOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANDRES_MUÑOZ_OCHOA_55610.pdf
Poder Ejecutivo,ISAAC ORTIZ NEPOMUCENO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISAAC_ORTIZ_NEPOMUCENO_54693.pdf
Poder Legislativo,HUGO PEREZ BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUGO_PEREZ_BERNAL_54464.pdf
Poder Ejecutivo,HUGUET RODRIGUEZ GODINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUGUET_RODRIGUEZ_GODINEZ_55449.pdf
Poder Judicial,EDGAR SALGADO PELAEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDGAR_SALGADO_PELAEZ_55549.pdf
Poder Judicial,ROBERTO CARLOS SANTOS PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_CARLOS_SANTOS_PEREZ_55554.pdf
Poder Ejecutivo,RICARDO TREJO SERRANO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_TREJO_SERRANO_55343.pdf
Poder Legislativo,ANA YADIRA ALARCON MARQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_YADIRA_ALARCON_MARQUEZ_52247.pdf
Poder Judicial,KAREN ENOE CABRERA OCAMPO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KAREN_ENOE_CABRERA_OCAMPO_52468.pdf
Poder Judicial,CLAUDIA ESCOBEDO MONTALVO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CLAUDIA_ESCOBEDO_MONTALVO_53146.pdf
En Funciones,HATZIBETH ERIKA FIGUEROA CAMPOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HATZIBETH_ERIKA_FIGUEROA_CAMPOS_53063.pdf
Poder Ejecutivo,NANCY FABIOLA FRANCO GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NANCY_FABIOLA_FRANCO_GOMEZ_53300.pdf
Poder Legislativo,DIANA JAZMIN GALVAN SOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_JAZMIN_GALVAN_SOSA_53419.pdf
Poder Ejecutivo,SANDRA JANET HERNANDEZ CHAVEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANDRA_JANET_HERNANDEZ_CHAVEZ_54010.pdf
"Poder Judicial, Poder Legislativo",NELLY MONTEALEGRE DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NELLY_MONTEALEGRE_DIAZ_53838.pdf
Poder Legislativo,KARLA ALIN ORTIZ DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KARLA_ALIN_ORTIZ_DOMINGUEZ_54207.pdf
Poder Judicial,NORMA RAMOS ANGELES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_RAMOS_ANGELES_55222.pdf
Poder Ejecutivo,VIANNEY RODRIGUEZ ARCE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VIANNEY_RODRIGUEZ_ARCE_55267.pdf
"Poder Ejecutivo, Poder Judicial",ROCIO ROJAS PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROCIO_ROJAS_PEREZ_55281.pdf
En Funciones,SAMARA YVONNE SABIN MEJIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SAMARA_YVONNE_SABIN_MEJIA_55405.pdf
Poder Ejecutivo,MARTHA PATRICIA SANCHEZ GALAVIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARTHA_PATRICIA_SANCHEZ_GALAVIZ_55470.pdf
Poder Judicial,IVANN ALVAREZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IVANN_ALVAREZ_HERNANDEZ_52410.pdf
Poder Legislativo,DANIEL MARTIN ANAYA PADUA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_MARTIN_ANAYA_PADUA_52168.pdf
Poder Ejecutivo,FREDY EMMANUEL AYALA TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FREDY_EMMANUEL_AYALA_TORRES_52575.pdf
En Funciones,ROBERTO BORJA NUÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_BORJA_NUÑEZ_52217.pdf
"Poder Judicial, Poder Legislativo",JOSE LUIS CRUZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LUIS_CRUZ_MARTINEZ_52656.pdf
Poder Ejecutivo,ALAN DANIEL CRUZ PORCHINI,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALAN_DANIEL_CRUZ_PORCHINI_52934.pdf
Poder Ejecutivo,CESAR DIAZ RUIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CESAR_DIAZ_RUIZ_52984.pdf
Poder Judicial,FERNANDO ANSELMO ESPAÑA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_ANSELMO_ESPAÑA_GARCIA_53151.pdf
Poder Judicial,PABLO GARCIA DE ALBA TAPIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PABLO_GARCIA_DE_ALBA_TAPIA_53106.pdf
Poder Ejecutivo,HERMES GODINEZ SALAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HERMES_GODINEZ_SALAS_53164.pdf
Poder Ejecutivo,RUBEN GONZALEZ RICO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RUBEN_GONZALEZ_RICO_53412.pdf
"En Funciones, Poder Judicial",ISRAEL HERNANDEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_HERNANDEZ_GONZALEZ_53762.pdf
Poder Ejecutivo,JORGE MANUEL IZQUIERDO HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_MANUEL_IZQUIERDO_HERRERA_53901.pdf
Poder Ejecutivo,ALBERTO LOPEZ FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_LOPEZ_FLORES_53698.pdf
Poder Legislativo,ABRAHAM DANIEL MANRIQUEZ SANTIAGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ABRAHAM_DANIEL_MANRIQUEZ_SANTIAGO_53781.pdf
Poder Ejecutivo,JOSUE MOCTEZUMA VALDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSUE_MOCTEZUMA_VALDEZ_53849.pdf
"Poder Ejecutivo, Poder Legislativo",JOSE AGUSTIN PINEDA VENTURA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_AGUSTIN_PINEDA_VENTURA_54696.pdf
Poder Ejecutivo,JOSE ARTURO RIVERA MENDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ARTURO_RIVERA_MENDEZ_55574.pdf
Poder Ejecutivo,ISRAEL ROMERO RAMIREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_ROMERO_RAMIREZ_54990.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",CARLOS ENRIQUE SANCHEZ APARICIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ENRIQUE_SANCHEZ_APARICIO_55316.pdf
Poder Ejecutivo,JOSE LINO SANCHEZ SANDOVAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_LINO_SANCHEZ_SANDOVAL_55313.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",VICTOR HUGO SOLANO VERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_SOLANO_VERA_55097.pdf
Poder Legislativo,JOSE ABRAHAM SOLIS ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ABRAHAM_SOLIS_ALVAREZ_55189.pdf
Poder Judicial,CARLOS IVAN VELASCO DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_IVAN_VELASCO_DOMINGUEZ_55009.pdf
Poder Judicial,JAZMIN MAGALLY ALONSO OCHOA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAZMIN_MAGALLY_ALONSO_OCHOA_52236.pdf
