Poder de la Unión,Persona Candidata,CurriculumV Persona Candidata
Poder Ejecutivo,MARTIN EDMUNDO AGUIRRE AVALOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARTIN_EDMUNDO_AGUIRRE_AVALOS_52218.pdf
Poder Legislativo,JOSE MANUEL DE LA TORRE ARECHIGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_MANUEL_DE_LA_TORRE_ARECHIGA_52722.pdf
Poder Judicial,GABRIEL GALVAN MORALES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_GALVAN_MORALES_53294.pdf
Poder Ejecutivo,MARIO CARLOS GARCIA VARGAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_CARLOS_GARCIA_VARGAS_53566.pdf
Poder Ejecutivo,MARCO ANTONIO MUÑOZ ANDRADE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCO_ANTONIO_MUÑOZ_ANDRADE_54300.pdf
Poder Ejecutivo,GERARDO VLADIMIR MUÑOZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_VLADIMIR_MUÑOZ_GONZALEZ_54301.pdf
En Funciones,JOSE AVELINO OROZCO CORDOVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_AVELINO_OROZCO_CORDOVA_54813.pdf
Poder Legislativo,ALBERTO RODRIGUEZ JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_RODRIGUEZ_JIMENEZ_54409.pdf
Poder Ejecutivo,HEBER FABIAN SANDOVAL DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HEBER_FABIAN_SANDOVAL_DIAZ_54781.pdf
Poder Judicial,RICARDO IVAN TELLO AGUIRRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RICARDO_IVAN_TELLO_AGUIRRE_55196.pdf
Poder Legislativo,PEDRO URBINA PRIETO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PEDRO_URBINA_PRIETO_54801.pdf
Poder Judicial,CARLOS EDUARDO VARGAS BRAVO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_EDUARDO_VARGAS_BRAVO_55216.pdf
"Poder Ejecutivo, Poder Judicial, Poder Legislativo",DIANA JAIMES VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_JAIMES_VILLANUEVA_54022.pdf
Poder Legislativo,DANIELA LOZANO SOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIELA_LOZANO_SOSA_53824.pdf
Poder Ejecutivo,BEATRIZ MALDONADO HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_MALDONADO_HERNANDEZ_54145.pdf
Poder Judicial,CAROLINA PEÑA ZEPEDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CAROLINA_PEÑA_ZEPEDA_54854.pdf
Poder Legislativo,SUSANA RAMIREZ ALVARADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SUSANA_RAMIREZ_ALVARADO_54444.pdf
Poder Ejecutivo,MARIED REYES HIPOLITO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIED_REYES_HIPOLITO_55333.pdf
Poder Legislativo,MARTHA ALICIA ROBLES GODOY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARTHA_ALICIA_ROBLES_GODOY_54653.pdf
Poder Judicial,ZULEMA SANDOVAL PLIEGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ZULEMA_SANDOVAL_PLIEGO_55589.pdf
Poder Ejecutivo,GUSTAVO EDUARDO ALONSO ORTIZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GUSTAVO_EDUARDO_ALONSO_ORTIZ_52390.pdf
Poder Ejecutivo,OSCAR BLANCO GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OSCAR_BLANCO_GARCIA_52281.pdf
"Poder Judicial, Poder Legislativo",FRANCISCO CANIZALES SALDIVAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_CANIZALES_SALDIVAR_52571.pdf
En Funciones,SALVADOR FLORES MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SALVADOR_FLORES_MARTINEZ_52904.pdf
Poder Judicial,SERGIO ARTURO GODINEZ VEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_ARTURO_GODINEZ_VEGA_53165.pdf
Poder Ejecutivo,PEDRO HURTADO OBISPO,
Poder Legislativo,MIGUEL ANGEL JUAREZ MERINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_JUAREZ_MERINO_53510.pdf
En Funciones,ADRIAN LOPEZ SOSA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIAN_LOPEZ_SOSA_53932.pdf
En Funciones,VICTOR HUGO HIRAM MAGALLANES MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VICTOR_HUGO_HIRAM_MAGALLANES_MARTINEZ_55112.pdf
Poder Ejecutivo,MIGUEL ANGEL MIRANDA ROJAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_MIRANDA_ROJAS_53846.pdf
Poder Ejecutivo,CHRIS SINHUE MOLINA ARAGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CHRIS_SINHUE_MOLINA_ARAGON_53871.pdf
Poder Legislativo,AGUSTIN PALAFOX HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/AGUSTIN_PALAFOX_HERNANDEZ_54517.pdf
Poder Legislativo,ISRAEL PLANCARTE REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISRAEL_PLANCARTE_REYES_54658.pdf
Poder Judicial,ALDO SALAZAR VILLANUEVA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALDO_SALAZAR_VILLANUEVA_55384.pdf
Poder Ejecutivo,EDMUNDO SEDANO AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDMUNDO_SEDANO_AGUILAR_55063.pdf
"En Funciones, Poder Judicial",ANA COLUMBA CONTRERAS MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_COLUMBA_CONTRERAS_MARTINEZ_52611.pdf
Poder Ejecutivo,ELBA HERNANDEZ AYALA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELBA_HERNANDEZ_AYALA_53497.pdf
Poder Ejecutivo,FRIDA FERNANDA LOPEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRIDA_FERNANDA_LOPEZ_HERNANDEZ_54174.pdf
Poder Legislativo,BEATRIZ MONRROY LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BEATRIZ_MONRROY_LOPEZ_53862.pdf
Poder Legislativo,ERIKA ORTEGA MONDRAGON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ERIKA_ORTEGA_MONDRAGON_54197.pdf
Poder Judicial,REYNA POPOCA URBINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/REYNA_POPOCA_URBINA_54704.pdf
Poder Legislativo,CRISTINA RODRIGUEZ OCAMPO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CRISTINA_RODRIGUEZ_OCAMPO_55454.pdf
Poder Ejecutivo,STEPHANI SORIANO AGUADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/STEPHANI_SORIANO_AGUADO_54951.pdf
Poder Ejecutivo,SIBELLE VIDAL CARRILLO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SIBELLE_VIDAL_CARRILLO_55200.pdf
Poder Judicial,MARCOS ALDAIR ABURTO REYES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARCOS_ALDAIR_ABURTO_REYES_52178.pdf
Poder Ejecutivo,GILDARDO AVILEZ GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GILDARDO_AVILEZ_GONZALEZ_52387.pdf
Poder Legislativo,OCTAVIO DELGADO SALGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OCTAVIO_DELGADO_SALGADO_52680.pdf
Poder Judicial,ORLANDO DAVID ESTRADA DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ORLANDO_DAVID_ESTRADA_DIAZ_53565.pdf
"Poder Ejecutivo, Poder Judicial",SANTIAGO ROSAS NAVARRO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SANTIAGO_ROSAS_NAVARRO_55144.pdf
"Poder Ejecutivo, Poder Judicial",MOISES ARTURO RUIZ FLORES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MOISES_ARTURO_RUIZ_FLORES_54382.pdf
Poder Legislativo,DANIEL MARTIN VARGAS JIMENEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_MARTIN_VARGAS_JIMENEZ_55217.pdf
Poder Legislativo,UZIEL OMAR XIX MEZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/UZIEL_OMAR_XIX_MEZA_55049.pdf
Poder Ejecutivo,FERNANDO ZARAGOZA DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FERNANDO_ZARAGOZA_DIAZ_55126.pdf
Poder Legislativo,ALEXA ALONSO GUTIERREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALEXA_ALONSO_GUTIERREZ_52237.pdf
Poder Ejecutivo,LILIA INES BELTRAN QUIÑONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LILIA_INES_BELTRAN_QUIÑONES_52443.pdf
En Funciones,NORA VICTORIA BONILLA MARIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORA_VICTORIA_BONILLA_MARIN_52290.pdf
Poder Legislativo,KRISTHEL ALEJANDRA CHAPA PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/KRISTHEL_ALEJANDRA_CHAPA_PEREZ_52809.pdf
Poder Ejecutivo,ANA LILIA CHICAS MULIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_LILIA_CHICAS_MULIA_52773.pdf
Poder Legislativo,MARIA VERENICE DEL ANGEL ORTEGA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_VERENICE_DEL_ANGEL_ORTEGA_52733.pdf
Poder Legislativo,MAYRA GABRIELA HUITRON ZAMUDIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAYRA_GABRIELA_HUITRON_ZAMUDIO_53791.pdf
"En Funciones, Poder Judicial, Poder Legislativo",FLOR ISTLAHUACA CARLOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FLOR_ISTLAHUACA_CARLOS_53896.pdf
Poder Judicial,YESIKA CECILIA MARQUEZ ZOZAYA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YESIKA_CECILIA_MARQUEZ_ZOZAYA_53766.pdf
Poder Judicial,MELISSA LIZBETH MARTINEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MELISSA_LIZBETH_MARTINEZ_HERNANDEZ_53614.pdf
Poder Legislativo,JULIETA ELENA MARTINEZ TREJO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIETA_ELENA_MARTINEZ_TREJO_53754.pdf
Poder Legislativo,DEANIRA PEREZ CARREON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DEANIRA_PEREZ_CARREON_54191.pdf
Poder Legislativo,GLADYS SALAS PARRAS,
Poder Legislativo,GLORIA CRISTINA SANCHEZ VALENZUELA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GLORIA_CRISTINA_SANCHEZ_VALENZUELA_55318.pdf
Poder Ejecutivo,JUAN JOSE BOCANEGRA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_JOSE_BOCANEGRA_GARCIA_52283.pdf
En Funciones,JESUS DESIDERIO CAVAZOS ELIZONDO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_DESIDERIO_CAVAZOS_ELIZONDO_52714.pdf
Poder Judicial,MANUEL EDUARDO CERDA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MANUEL_EDUARDO_CERDA_GARCIA_53190.pdf
Poder Ejecutivo,NICOLAS DE LUNA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NICOLAS_DE_LUNA_GONZALEZ_53831.pdf
Poder Ejecutivo,CARLOS ALBERTO ESCOBEDO YAÑEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_ESCOBEDO_YAÑEZ_53148.pdf
Poder Judicial,GONZALO GARCIA GONZALEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GONZALO_GARCIA_GONZALEZ_53579.pdf
Poder Judicial,MARLON ALEJANDRO LERMA CHARLES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARLON_ALEJANDRO_LERMA_CHARLES_53964.pdf
Poder Ejecutivo,DANIEL LUNA LUGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DANIEL_LUNA_LUGO_53830.pdf
Poder Judicial,ANTONIO RAFAEL MACIAS PIÑONES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_RAFAEL_MACIAS_PIÑONES_53940.pdf
Poder Legislativo,ALBERTO MOLINA TERRAZAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALBERTO_MOLINA_TERRAZAS_53873.pdf
Poder Ejecutivo,GABRIEL MORENO LUCIO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GABRIEL_MORENO_LUCIO_54342.pdf
Poder Judicial,MIGUEL ANGEL PEREZ ROMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MIGUEL_ANGEL_PEREZ_ROMAN_54035.pdf
En Funciones,EDUARDO ATAULFO RODRIGUEZ ALVAREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_ATAULFO_RODRIGUEZ_ALVAREZ_54915.pdf
Poder Ejecutivo,JUAN MANUEL TRESPALACIOS CASTAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_MANUEL_TRESPALACIOS_CASTAN_54996.pdf
Poder Ejecutivo,DAFNE MIROSLABA CARRILLO DE LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DAFNE_MIROSLABA_CARRILLO_DE_LEON_52489.pdf
Poder Ejecutivo,ILIANA ALEJANDRA CARRIZAL PEREZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ILIANA_ALEJANDRA_CARRIZAL_PEREZ_52529.pdf
Poder Ejecutivo,MARIA DEL CARMEN CORDERO HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DEL_CARMEN_CORDERO_HERRERA_52626.pdf
Poder Legislativo,CINTHIA ELIZABETH DE LA VEGA LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CINTHIA_ELIZABETH_DE_LA_VEGA_LOPEZ_52723.pdf
Poder Ejecutivo,YAZMIN GOMEZ MORGADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YAZMIN_GOMEZ_MORGADO_53168.pdf
Poder Legislativo,MARIA GUADALUPE GONZALEZ MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_GUADALUPE_GONZALEZ_MARTINEZ_53091.pdf
Poder Judicial,ELENA MARCIAL DIAZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELENA_MARCIAL_DIAZ_53743.pdf
Poder Legislativo,CECILIA STEPHANY OVALLE LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CECILIA_STEPHANY_OVALLE_LOPEZ_54880.pdf
Poder Ejecutivo,BLANCA OTILIA RAMIREZ AVILA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BLANCA_OTILIA_RAMIREZ_AVILA_54422.pdf
Poder Judicial,RAQUEL CRISTINA TORRES TRISTAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAQUEL_CRISTINA_TORRES_TRISTAN_55469.pdf
Poder Legislativo,EDSON FRANCISCO CARRIZALES BERNAL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDSON_FRANCISCO_CARRIZALES_BERNAL_52530.pdf
"En Funciones, Poder Ejecutivo",JORGE HUMBERTO CASTELLANOS MEDELLIN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_HUMBERTO_CASTELLANOS_MEDELLIN_53075.pdf
Poder Judicial,SERGIO EDUARDO CASTRO INFANTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SERGIO_EDUARDO_CASTRO_INFANTE_52510.pdf
Poder Legislativo,FRANCISCO DE LA FUENTE MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FRANCISCO_DE_LA_FUENTE_MARTINEZ_52817.pdf
Poder Legislativo,RAFAEL DE LEON DEL ANGEL,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RAFAEL_DE_LEON_DEL_ANGEL_52724.pdf
Poder Ejecutivo,RODOLFO DE LEON SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/RODOLFO_DE_LEON_SANCHEZ_53962.pdf
Poder Judicial,JULIO CESAR GOMEZ LABOUGLE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JULIO_CESAR_GOMEZ_LABOUGLE_53184.pdf
Poder Legislativo,IRVING JOAN GONZALEZ BALLEZA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/IRVING_JOAN_GONZALEZ_BALLEZA_53487.pdf
Poder Ejecutivo,JORGE ALEJANDRO GONZALEZ MITRE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_ALEJANDRO_GONZALEZ_MITRE_54019.pdf
Poder Ejecutivo,JESUS ADRIAN PERALES HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JESUS_ADRIAN_PERALES_HERNANDEZ_54677.pdf
"Poder Judicial, Poder Legislativo",JOSE EDUARDO SEGURA GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_EDUARDO_SEGURA_GOMEZ_55089.pdf
Poder Legislativo,CARLOS ALBERTO TERAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ALBERTO_TERAN_55236.pdf
Poder Legislativo,NORMA ACUÑA VELAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/NORMA_ACUÑA_VELAZQUEZ_52185.pdf
Poder Ejecutivo,BELEN ANGEL ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/BELEN_ANGEL_ESTRADA_52339.pdf
Poder Ejecutivo,SHARON LESLIE BARRIOS MONROY,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/SHARON_LESLIE_BARRIOS_MONROY_52417.pdf
Poder Ejecutivo,MARIA ALEJANDRA BERNAL SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_ALEJANDRA_BERNAL_SANCHEZ_52456.pdf
Poder Legislativo,LAURA JAZIBETH CASTELLANOS SANTIAGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LAURA_JAZIBETH_CASTELLANOS_SANTIAGO_53188.pdf
Poder Ejecutivo,PATRICIA ELIZABETH CORTES DOMINGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/PATRICIA_ELIZABETH_CORTES_DOMINGUEZ_52918.pdf
Poder Legislativo,CARMEN LIZET GUISLAN CLEMENTE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARMEN_LIZET_GUISLAN_CLEMENTE_53345.pdf
Poder Ejecutivo,VERONICA ILEANA GUTIERREZ AMADO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/VERONICA_ILEANA_GUTIERREZ_AMADO_53658.pdf
"Poder Ejecutivo, Poder Judicial",LOURDES VIRIDIANA HERNANDEZ RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LOURDES_VIRIDIANA_HERNANDEZ_RAMOS_53500.pdf
Poder Judicial,DIANA ISABEL IVENS CRUZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/DIANA_ISABEL_IVENS_CRUZ_53898.pdf
Poder Ejecutivo,ADRIANA SARAHI JIMENEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ADRIANA_SARAHI_JIMENEZ_LOPEZ_53559.pdf
Poder Ejecutivo,MARIA DE JESUS LOPEZ GUZMAN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIA_DE_JESUS_LOPEZ_GUZMAN_54177.pdf
Poder Judicial,MITZI JOYCE LOPEZ LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MITZI_JOYCE_LOPEZ_LOPEZ_53953.pdf
Poder Ejecutivo,MAYRA MORA OLMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MAYRA_MORA_OLMOS_54360.pdf
Poder Judicial,ARIATNA PATRICIA OCHOA SANCHEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ARIATNA_PATRICIA_OCHOA_SANCHEZ_54654.pdf
"Poder Ejecutivo, Poder Judicial",ASALIA RANGEL MONTERO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ASALIA_RANGEL_MONTERO_54843.pdf
Poder Judicial,YARENNI SORIANO ORANTES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/YARENNI_SORIANO_ORANTES_54950.pdf
Poder Judicial,ALINA CONCEPCION TORRES DE LEON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALINA_CONCEPCION_TORRES_DE_LEON_54925.pdf
Poder Legislativo,ANA XIMENA VELAZQUEZ PADRON,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANA_XIMENA_VELAZQUEZ_PADRON_55397.pdf
En Funciones,LIZETH KARINA VILLEDA GARCIA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/LIZETH_KARINA_VILLEDA_GARCIA_55297.pdf
"En Funciones, Poder Legislativo",ISMAEL ARRONIZ PALACIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ISMAEL_ARRONIZ_PALACIOS_52318.pdf
Poder Ejecutivo,ALDO BARRIENTOS TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALDO_BARRIENTOS_TORRES_52414.pdf
Poder Ejecutivo,ANTONIO BOLADO RODRIGUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ANTONIO_BOLADO_RODRIGUEZ_52285.pdf
Poder Legislativo,OCTAVIO ENRIQUE CASTELLANOS RAMOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OCTAVIO_ENRIQUE_CASTELLANOS_RAMOS_53074.pdf
Poder Ejecutivo,GERMAN OMAR DIAZ GUILLEN,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERMAN_OMAR_DIAZ_GUILLEN_53204.pdf
Poder Ejecutivo,ALONSO GOMEZ PALE,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ALONSO_GOMEZ_PALE_53179.pdf
Poder Ejecutivo,JORGE TADEO GONZALEZ ESTRADA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JORGE_TADEO_GONZALEZ_ESTRADA_53726.pdf
Poder Legislativo,FAUSTINO GUERRERO POSADAS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/FAUSTINO_GUERRERO_POSADAS_53562.pdf
Poder Legislativo,JUAN ENRIQUE GUTIERREZ GOMEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_ENRIQUE_GUTIERREZ_GOMEZ_53663.pdf
Poder Ejecutivo,CARLOS ENRIQUE LOPEZ GALLEGOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ENRIQUE_LOPEZ_GALLEGOS_54451.pdf
"En Funciones, Poder Ejecutivo",JOSE ANTONIO LOPEZ HERNANDEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_ANTONIO_LOPEZ_HERNANDEZ_53928.pdf
Poder Ejecutivo,GERARDO FROYLAN LOPEZ VAZQUEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/GERARDO_FROYLAN_LOPEZ_VAZQUEZ_53968.pdf
"Poder Ejecutivo, Poder Legislativo",JOSE RAMON MARTINEZ TORRES,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSE_RAMON_MARTINEZ_TORRES_53745.pdf
Poder Judicial,JUAN JOSE MARTINEZ TRIGO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JUAN_JOSE_MARTINEZ_TRIGO_54252.pdf
En Funciones,MARIO FELIPE MATA RIOS,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/MARIO_FELIPE_MATA_RIOS_54324.pdf
"Poder Ejecutivo, Poder Judicial",JAIR JOSE LUIS MEJIA CORONA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JAIR_JOSE_LUIS_MEJIA_CORONA_53987.pdf
Poder Judicial,OLIVER MIRANDA HERRERA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/OLIVER_MIRANDA_HERRERA_53847.pdf
Poder Judicial,EDUARDO MOLINA PEREDA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/EDUARDO_MOLINA_PEREDA_53876.pdf
"Poder Judicial, Poder Legislativo",CARLOS ERNESTO OZUNA HODICH,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_ERNESTO_OZUNA_HODICH_54881.pdf
Poder Judicial,ELISEO RICARDO PATISHTAN LOPEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ELISEO_RICARDO_PATISHTAN_LOPEZ_54643.pdf
Poder Legislativo,ROBERTO CARLOS RAMOS AGUILAR,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/ROBERTO_CARLOS_RAMOS_AGUILAR_55257.pdf
Poder Legislativo,HUMBERTO ALEJANDRO ROJAS MARTINEZ,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/HUMBERTO_ALEJANDRO_ROJAS_MARTINEZ_54716.pdf
Poder Ejecutivo,CARLOS DANIEL SANCHEZ ZETINA,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/CARLOS_DANIEL_SANCHEZ_ZETINA_55034.pdf
Poder Legislativo,JOSHUA THAN CANCINO,https://candidaturaspoderjudicial.ine.mx/cycc/documentos/ficha/JOSHUA_THAN_CANCINO_55501.pdf
